id,value
Nepal.PN1.Jhapa.Birtamod MCP.Ward_9,1.1.4.8.9
Nepal.PN1.Jhapa.Birtamod MCP.Ward_10,1.1.4.8.10
Nepal.PN1.Jhapa.Kamal RM,1.1.4.9
Nepal.PN1.Jhapa.Kamal RM.Ward_1,1.1.4.9.1
Nepal.PN1.Jhapa.Kamal RM.Ward_2,1.1.4.9.2
Nepal.PN1.Jhapa.Kamal RM.Ward_3,1.1.4.9.3
Nepal.PN1.Jhapa.Kamal RM.Ward_4,1.1.4.9.4
Nepal.PN1.Jhapa.Kamal RM.Ward_5,1.1.4.9.5
Nepal.PN1.Jhapa.Kamal RM.Ward_6,1.1.4.9.6
Nepal.PN1.Jhapa.Kamal RM.Ward_7,1.1.4.9.7
Nepal.PN1.Jhapa.Gaurigunj RM,1.1.4.10
Nepal.PN1.Jhapa.Gaurigunj RM.Ward_1,1.1.4.10.1
Nepal.PN1.Jhapa.Gaurigunj RM.Ward_2,1.1.4.10.2
Nepal.PN1.Jhapa.Gaurigunj RM.Ward_3,1.1.4.10.3
Nepal.PN1.Jhapa.Gaurigunj RM.Ward_4,1.1.4.10.4
Nepal.PN1.Jhapa.Gaurigunj RM.Ward_5,1.1.4.10.5
Nepal.PN1.Jhapa.Gaurigunj RM.Ward_6,1.1.4.10.6
Nepal.PN1.Jhapa.Barhadashi RM,1.1.4.11
Nepal.PN1.Jhapa.Barhadashi RM.Ward_1,1.1.4.11.1
Nepal.PN1.Jhapa.Barhadashi RM.Ward_2,1.1.4.11.2
Nepal.PN1.Jhapa.Barhadashi RM.Ward_3,1.1.4.11.3
Nepal.PN1.Jhapa.Barhadashi RM.Ward_4,1.1.4.11.4
Nepal.PN1.Jhapa.Barhadashi RM.Ward_5,1.1.4.11.5
Nepal.PN1.Jhapa.Barhadashi RM.Ward_6,1.1.4.11.6
Nepal.PN1.Jhapa.Barhadashi RM.Ward_7,1.1.4.11.7
Nepal.PN1.Jhapa.Jhapa RM,1.1.4.12
Nepal.PN1.Jhapa.Jhapa RM.Ward_1,1.1.4.12.1
Nepal.PN1.Jhapa.Jhapa RM.Ward_2,1.1.4.12.2
Nepal.PN1.Jhapa.Jhapa RM.Ward_3,1.1.4.12.3
Nepal.PN1.Jhapa.Jhapa RM.Ward_4,1.1.4.12.4
Nepal.PN1.Jhapa.Jhapa RM.Ward_5,1.1.4.12.5
Nepal.PN1.Jhapa.Jhapa RM.Ward_6,1.1.4.12.6
Nepal.PN1.Jhapa.Jhapa RM.Ward_7,1.1.4.12.7
Nepal.PN1.Jhapa.BuddaShanti RM,1.1.4.13
Nepal.PN1.Jhapa.BuddaShanti RM.Ward_1,1.1.4.13.1
Nepal.PN1.Jhapa.BuddaShanti RM.Ward_2,1.1.4.13.2
Nepal.PN1.Jhapa.BuddaShanti RM.Ward_3,1.1.4.13.3
Nepal.PN1.Jhapa.BuddaShanti RM.Ward_4,1.1.4.13.4
Nepal.PN1.Jhapa.BuddaShanti RM.Ward_5,1.1.4.13.5
Nepal.PN1.Jhapa.BuddaShanti RM.Ward_6,1.1.4.13.6
Nepal.PN1.Jhapa.BuddaShanti RM.Ward_7,1.1.4.13.7
Nepal.PN1.Jhapa.Haldibari RM,1.1.4.14
Nepal.PN1.Jhapa.Haldibari RM.Ward_1,1.1.4.14.1
Nepal.PN1.Jhapa.Haldibari RM.Ward_2,1.1.4.14.2
Nepal.PN1.Jhapa.Haldibari RM.Ward_3,1.1.4.14.3
Nepal.PN1.Jhapa.Haldibari RM.Ward_4,1.1.4.14.4
Nepal.PN1.Jhapa.Haldibari RM.Ward_5,1.1.4.14.5
Nepal.PN1.Jhapa.Kanchankawal RM,1.1.4.15
Nepal.PN1.Jhapa.Kanchankawal RM.Ward_1,1.1.4.15.1
Nepal.PN1.Jhapa.Kanchankawal RM.Ward_2,1.1.4.15.2
Nepal.PN1.Jhapa.Kanchankawal RM.Ward_3,1.1.4.15.3
Nepal.PN1.Jhapa.Kanchankawal RM.Ward_4,1.1.4.15.4
Nepal.PN1.Jhapa.Kanchankawal RM.Ward_5,1.1.4.15.5
Nepal.PN1.Jhapa.Kanchankawal RM.Ward_6,1.1.4.15.6
Nepal.PN1.Jhapa.Kanchankawal RM.Ward_7,1.1.4.15.7
Nepal.PN1.Khotang,1.1.5
Nepal.PN1.Khotang.Halesi Tuwachung MCP,1.1.5.1
Nepal.PN1.Khotang.Halesi Tuwachung MCP.Ward_1,1.1.5.1.1
Nepal.PN1.Khotang.Halesi Tuwachung MCP.Ward_2,1.1.5.1.2
Nepal.PN1.Khotang.Halesi Tuwachung MCP.Ward_3,1.1.5.1.3
Nepal.PN1.Khotang.Halesi Tuwachung MCP.Ward_4,1.1.5.1.4
Nepal.PN1.Khotang.Halesi Tuwachung MCP.Ward_5,1.1.5.1.5
Nepal.PN1.Khotang.Halesi Tuwachung MCP.Ward_6,1.1.5.1.6
Nepal.PN1.Khotang.Halesi Tuwachung MCP.Ward_7,1.1.5.1.7
Nepal.PN1.Khotang.Halesi Tuwachung MCP.Ward_8,1.1.5.1.8
Nepal.PN1.Khotang.Halesi Tuwachung MCP.Ward_9,1.1.5.1.9
Nepal.PN1.Khotang.Halesi Tuwachung MCP.Ward_10,1.1.5.1.10
Nepal.PN1.Khotang.Halesi Tuwachung MCP.Ward_11,1.1.5.1.11
Nepal.PN1.Khotang.Rupakot Majhuwagadhi MCP,1.1.5.2
Nepal.PN1.Khotang.Rupakot Majhuwagadhi MCP.Ward_1,1.1.5.2.1
Nepal.PN1.Khotang.Rupakot Majhuwagadhi MCP.Ward_2,1.1.5.2.2
Nepal.PN1.Khotang.Rupakot Majhuwagadhi MCP.Ward_3,1.1.5.2.3
Nepal.PN1.Khotang.Rupakot Majhuwagadhi MCP.Ward_4,1.1.5.2.4
Nepal.PN1.Khotang.Rupakot Majhuwagadhi MCP.Ward_5,1.1.5.2.5
Nepal.PN1.Khotang.Rupakot Majhuwagadhi MCP.Ward_6,1.1.5.2.6
Nepal.PN1.Khotang.Rupakot Majhuwagadhi MCP.Ward_7,1.1.5.2.7
Nepal.PN1.Khotang.Rupakot Majhuwagadhi MCP.Ward_8,1.1.5.2.8
Nepal.PN1.Khotang.Rupakot Majhuwagadhi MCP.Ward_9,1.1.5.2.9
Nepal.PN1.Khotang.Rupakot Majhuwagadhi MCP.Ward_10,1.1.5.2.10
Nepal.PN1.Khotang.Rupakot Majhuwagadhi MCP.Ward_11,1.1.5.2.11
Nepal.PN1.Khotang.Rupakot Majhuwagadhi MCP.Ward_12,1.1.5.2.12
Nepal.PN1.Khotang.Rupakot Majhuwagadhi MCP.Ward_13,1.1.5.2.13
Nepal.PN1.Khotang.Rupakot Majhuwagadhi MCP.Ward_14,1.1.5.2.14
Nepal.PN1.Khotang.Rupakot Majhuwagadhi MCP.Ward_15,1.1.5.2.15
Nepal.PN1.Khotang.Aiselukharka RM,1.1.5.3
Nepal.PN1.Khotang.Aiselukharka RM.Ward_1,1.1.5.3.1
Nepal.PN1.Khotang.Aiselukharka RM.Ward_2,1.1.5.3.2
Nepal.PN1.Khotang.Aiselukharka RM.Ward_3,1.1.5.3.3
Nepal.PN1.Khotang.Aiselukharka RM.Ward_4,1.1.5.3.4
Nepal.PN1.Khotang.Aiselukharka RM.Ward_5,1.1.5.3.5
Nepal.PN1.Khotang.Aiselukharka RM.Ward_6,1.1.5.3.6
Nepal.PN1.Khotang.Aiselukharka RM.Ward_7,1.1.5.3.7
Nepal.PN1.Khotang.Lamidanda RM,1.1.5.4
Nepal.PN1.Khotang.Lamidanda RM.Ward_1,1.1.5.4.1
Nepal.PN1.Khotang.Lamidanda RM.Ward_2,1.1.5.4.2
Nepal.PN1.Khotang.Lamidanda RM.Ward_3,1.1.5.4.3
Nepal.PN1.Khotang.Lamidanda RM.Ward_4,1.1.5.4.4
Nepal.PN1.Khotang.Lamidanda RM.Ward_5,1.1.5.4.5
Nepal.PN1.Khotang.Lamidanda RM.Ward_6,1.1.5.4.6
Nepal.PN1.Khotang.Jantedhunga RM,1.1.5.5
Nepal.PN1.Khotang.Jantedhunga RM.Ward_1,1.1.5.5.1
Nepal.PN1.Khotang.Jantedhunga RM.Ward_2,1.1.5.5.2
Nepal.PN1.Khotang.Jantedhunga RM.Ward_3,1.1.5.5.3
Nepal.PN1.Khotang.Jantedhunga RM.Ward_4,1.1.5.5.4
Nepal.PN1.Khotang.Jantedhunga RM.Ward_5,1.1.5.5.5
Nepal.PN1.Khotang.Jantedhunga RM.Ward_6,1.1.5.5.6
Nepal.PN1.Morang,1.1.6
Nepal.PN1.Morang.Biratnagar SMCP,1.1.6.1
Nepal.PN1.Morang.Biratnagar SMCP.Ward_1,1.1.6.1.1
Nepal.PN1.Morang.Biratnagar SMCP.Ward_2,1.1.6.1.2
Nepal.PN1.Morang.Biratnagar SMCP.Ward_3,1.1.6.1.3
Nepal.PN1.Morang.Biratnagar SMCP.Ward_4,1.1.6.1.4
Nepal.PN1.Morang.Biratnagar SMCP.Ward_5,1.1.6.1.5
Nepal.PN1.Morang.Biratnagar SMCP.Ward_6,1.1.6.1.6
Nepal.PN1.Morang.Biratnagar SMCP.Ward_7,1.1.6.1.7
Nepal.PN1.Morang.Biratnagar SMCP.Ward_8,1.1.6.1.8
Nepal.PN1.Morang.Biratnagar SMCP.Ward_9,1.1.6.1.9
Nepal.PN1.Morang.Biratnagar SMCP.Ward_10,1.1.6.1.10
Nepal.PN1.Morang.Biratnagar SMCP.Ward_11,1.1.6.1.11
Nepal.PN1.Morang.Biratnagar SMCP.Ward_12,1.1.6.1.12
Nepal.PN1.Morang.Biratnagar SMCP.Ward_13,1.1.6.1.13
Nepal.PN1.Morang.Biratnagar SMCP.Ward_14,1.1.6.1.14
Nepal.PN1.Morang.Biratnagar SMCP.Ward_15,1.1.6.1.15
Nepal.PN1.Morang.Biratnagar SMCP.Ward_16,1.1.6.1.16
Nepal.PN1.Morang.Biratnagar SMCP.Ward_17,1.1.6.1.17
Nepal.PN1.Morang.Biratnagar SMCP.Ward_18,1.1.6.1.18
Nepal.PN1.Morang.Biratnagar SMCP.Ward_19,1.1.6.1.19
Nepal.PN1.Morang.Belbari MCP,1.1.6.2
Nepal.PN1.Morang.Belbari MCP.Ward_1,1.1.6.2.1
Nepal.PN1.Morang.Belbari MCP.Ward_2,1.1.6.2.2
Nepal.PN1.Morang.Belbari MCP.Ward_3,1.1.6.2.3
Nepal.PN1.Morang.Belbari MCP.Ward_4,1.1.6.2.4
Nepal.PN1.Morang.Belbari MCP.Ward_5,1.1.6.2.5
Nepal.PN1.Morang.Belbari MCP.Ward_6,1.1.6.2.6
Nepal.PN1.Morang.Belbari MCP.Ward_7,1.1.6.2.7
Nepal.PN1.Morang.Belbari MCP.Ward_8,1.1.6.2.8
Nepal.PN1.Morang.Belbari MCP.Ward_9,1.1.6.2.9
Nepal.PN1.Morang.Belbari MCP.Ward_10,1.1.6.2.10
Nepal.PN1.Morang.Belbari MCP.Ward_11,1.1.6.2.11
Nepal.PN1.Morang.Letang MCP,1.1.6.3
Nepal.PN1.Morang.Letang MCP.Ward_1,1.1.6.3.1
Nepal.PN1.Morang.Letang MCP.Ward_2,1.1.6.3.2
Nepal.PN1.Morang.Letang MCP.Ward_3,1.1.6.3.3
Nepal.PN1.Morang.Letang MCP.Ward_4,1.1.6.3.4
Nepal.PN1.Morang.Letang MCP.Ward_5,1.1.6.3.5
Nepal.PN1.Morang.Letang MCP.Ward_6,1.1.6.3.6
Nepal.PN1.Morang.Letang MCP.Ward_7,1.1.6.3.7
Nepal.PN1.Morang.Letang MCP.Ward_8,1.1.6.3.8
Nepal.PN1.Morang.Letang MCP.Ward_9,1.1.6.3.9
Nepal.PN1.Morang.Pathari-Sanishchare MCP,1.1.6.4
Nepal.PN1.Morang.Pathari-Sanishchare MCP.Ward_1,1.1.6.4.1
Nepal.PN1.Morang.Pathari-Sanishchare MCP.Ward_2,1.1.6.4.2
Nepal.PN1.Morang.Pathari-Sanishchare MCP.Ward_3,1.1.6.4.3
Nepal.PN1.Morang.Pathari-Sanishchare MCP.Ward_4,1.1.6.4.4
Nepal.PN1.Morang.Pathari-Sanishchare MCP.Ward_5,1.1.6.4.5
Nepal.PN1.Morang.Pathari-Sanishchare MCP.Ward_6,1.1.6.4.6
Nepal.PN1.Morang.Pathari-Sanishchare MCP.Ward_7,1.1.6.4.7
Nepal.PN1.Morang.Pathari-Sanishchare MCP.Ward_8,1.1.6.4.8
Nepal.PN1.Morang.Pathari-Sanishchare MCP.Ward_9,1.1.6.4.9
Nepal.PN1.Morang.Pathari-Sanishchare MCP.Ward_10,1.1.6.4.10
Nepal.PN1.Morang.Rangeli MCP,1.1.6.5
Nepal.PN1.Morang.Rangeli MCP.Ward_1,1.1.6.5.1
Nepal.PN1.Morang.Rangeli MCP.Ward_2,1.1.6.5.2
Nepal.PN1.Morang.Rangeli MCP.Ward_3,1.1.6.5.3
Nepal.PN1.Morang.Rangeli MCP.Ward_4,1.1.6.5.4
Nepal.PN1.Morang.Rangeli MCP.Ward_5,1.1.6.5.5
Nepal.PN1.Morang.Rangeli MCP.Ward_6,1.1.6.5.6
Nepal.PN1.Morang.Rangeli MCP.Ward_7,1.1.6.5.7
Nepal.PN1.Morang.Rangeli MCP.Ward_8,1.1.6.5.8
Nepal.PN1.Morang.Rangeli MCP.Ward_9,1.1.6.5.9
Nepal.PN1.Morang.Ratuwamai MCP,1.1.6.6
Nepal.PN1.Morang.Ratuwamai MCP.Ward_1,1.1.6.6.1
Nepal.PN1.Morang.Ratuwamai MCP.Ward_2,1.1.6.6.2
Nepal.PN1.Morang.Ratuwamai MCP.Ward_3,1.1.6.6.3
Nepal.PN1.Morang.Ratuwamai MCP.Ward_4,1.1.6.6.4
Nepal.PN1.Morang.Ratuwamai MCP.Ward_5,1.1.6.6.5
Nepal.PN1.Morang.Ratuwamai MCP.Ward_6,1.1.6.6.6
Nepal.PN1.Morang.Ratuwamai MCP.Ward_7,1.1.6.6.7
Nepal.PN1.Morang.Ratuwamai MCP.Ward_8,1.1.6.6.8
Nepal.PN1.Morang.Ratuwamai MCP.Ward_9,1.1.6.6.9
Nepal.PN1.Morang.Ratuwamai MCP.Ward_10,1.1.6.6.10
Nepal.PN1.Morang.Sunbarshi MCP,1.1.6.7
Nepal.PN1.Morang.Sunbarshi MCP.Ward_1,1.1.6.7.1
Nepal.PN1.Morang.Sunbarshi MCP.Ward_2,1.1.6.7.2
Nepal.PN1.Morang.Sunbarshi MCP.Ward_3,1.1.6.7.3
Nepal.PN1.Morang.Sunbarshi MCP.Ward_4,1.1.6.7.4
Nepal.PN1.Morang.Sunbarshi MCP.Ward_5,1.1.6.7.5
Nepal.PN1.Morang.Sunbarshi MCP.Ward_6,1.1.6.7.6
Nepal.PN1.Morang.Sunbarshi MCP.Ward_7,1.1.6.7.7
Nepal.PN1.Morang.Sunbarshi MCP.Ward_8,1.1.6.7.8
Nepal.PN1.Morang.Sunbarshi MCP.Ward_9,1.1.6.7.9
Nepal.PN1.Morang.Urlabari MCP,1.1.6.8
Nepal.PN1.Morang.Urlabari MCP.Ward_1,1.1.6.8.1
Nepal.PN1.Morang.Urlabari MCP.Ward_2,1.1.6.8.2
Nepal.PN1.Morang.Urlabari MCP.Ward_3,1.1.6.8.3
Nepal.PN1.Morang.Urlabari MCP.Ward_4,1.1.6.8.4
Nepal.PN1.Morang.Urlabari MCP.Ward_5,1.1.6.8.5
Nepal.PN1.Morang.Urlabari MCP.Ward_6,1.1.6.8.6
Nepal.PN1.Morang.Urlabari MCP.Ward_7,1.1.6.8.7
Nepal.PN1.Morang.Urlabari MCP.Ward_8,1.1.6.8.8
Nepal.PN1.Morang.Urlabari MCP.Ward_9,1.1.6.8.9
Nepal.PN1.Morang.SundarHaraincha MCP,1.1.6.9
Nepal.PN1.Morang.SundarHaraincha MCP.Ward_1,1.1.6.9.1
Nepal.PN1.Morang.SundarHaraincha MCP.Ward_2,1.1.6.9.2
Nepal.PN1.Morang.SundarHaraincha MCP.Ward_3,1.1.6.9.3
Nepal.PN1.Morang.SundarHaraincha MCP.Ward_4,1.1.6.9.4
Nepal.PN1.Morang.SundarHaraincha MCP.Ward_5,1.1.6.9.5
Nepal.PN1.Morang.SundarHaraincha MCP.Ward_6,1.1.6.9.6
Nepal.PN1.Morang.SundarHaraincha MCP.Ward_7,1.1.6.9.7
Nepal.PN1.Morang.SundarHaraincha MCP.Ward_8,1.1.6.9.8
Nepal.PN1.Morang.SundarHaraincha MCP.Ward_9,1.1.6.9.9
Nepal.PN1.Morang.SundarHaraincha MCP.Ward_10,1.1.6.9.10
Nepal.PN1.Morang.SundarHaraincha MCP.Ward_11,1.1.6.9.11
Nepal.PN1.Morang.SundarHaraincha MCP.Ward_12,1.1.6.9.12
Nepal.PN1.Morang.BudhiGanga RM,1.1.6.10
Nepal.PN1.Morang.BudhiGanga RM.Ward_1,1.1.6.10.1
Nepal.PN1.Morang.BudhiGanga RM.Ward_2,1.1.6.10.2
Nepal.PN1.Morang.BudhiGanga RM.Ward_3,1.1.6.10.3
Nepal.PN1.Morang.BudhiGanga RM.Ward_4,1.1.6.10.4
Nepal.PN1.Morang.BudhiGanga RM.Ward_5,1.1.6.10.5
Nepal.PN1.Morang.BudhiGanga RM.Ward_6,1.1.6.10.6
Nepal.PN1.Morang.BudhiGanga RM.Ward_7,1.1.6.10.7
Nepal.PN1.Morang.Dhanpalthan RM,1.1.6.11
Nepal.PN1.Morang.Dhanpalthan RM.Ward_1,1.1.6.11.1
Nepal.PN1.Morang.Dhanpalthan RM.Ward_2,1.1.6.11.2
Nepal.PN1.Morang.Dhanpalthan RM.Ward_3,1.1.6.11.3
Nepal.PN1.Morang.Dhanpalthan RM.Ward_4,1.1.6.11.4
Nepal.PN1.Morang.Dhanpalthan RM.Ward_5,1.1.6.11.5
Nepal.PN1.Morang.Dhanpalthan RM.Ward_6,1.1.6.11.6
Nepal.PN1.Morang.Dhanpalthan RM.Ward_7,1.1.6.11.7
Nepal.PN1.Morang.Gramthan RM,1.1.6.12
Nepal.PN1.Morang.Gramthan RM.Ward_1,1.1.6.12.1
Nepal.PN1.Morang.Gramthan RM.Ward_2,1.1.6.12.2
Nepal.PN1.Morang.Gramthan RM.Ward_3,1.1.6.12.3
Nepal.PN1.Morang.Gramthan RM.Ward_4,1.1.6.12.4
Nepal.PN1.Morang.Gramthan RM.Ward_5,1.1.6.12.5
Nepal.PN1.Morang.Gramthan RM.Ward_6,1.1.6.12.6
Nepal.PN1.Morang.Gramthan RM.Ward_7,1.1.6.12.7
Nepal.PN1.Morang.Jahada RM,1.1.6.13
Nepal.PN1.Morang.Jahada RM.Ward_1,1.1.6.13.1
Nepal.PN1.Morang.Jahada RM.Ward_2,1.1.6.13.2
Nepal.PN1.Morang.Jahada RM.Ward_3,1.1.6.13.3
Nepal.PN1.Morang.Jahada RM.Ward_4,1.1.6.13.4
Nepal.PN1.Morang.Jahada RM.Ward_5,1.1.6.13.5
Nepal.PN1.Morang.Jahada RM.Ward_6,1.1.6.13.6
Nepal.PN1.Morang.Jahada RM.Ward_7,1.1.6.13.7
Nepal.PN1.Morang.Kanepokhari RM,1.1.6.14
Nepal.PN1.Morang.Kanepokhari RM.Ward_1,1.1.6.14.1
Nepal.PN1.Morang.Kanepokhari RM.Ward_2,1.1.6.14.2
Nepal.PN1.Morang.Kanepokhari RM.Ward_3,1.1.6.14.3
Nepal.PN1.Morang.Kanepokhari RM.Ward_4,1.1.6.14.4
Nepal.PN1.Morang.Kanepokhari RM.Ward_5,1.1.6.14.5
Nepal.PN1.Morang.Kanepokhari RM.Ward_6,1.1.6.14.6
Nepal.PN1.Morang.Kanepokhari RM.Ward_7,1.1.6.14.7
Nepal.PN1.Morang.Katahari RM,1.1.6.15
Nepal.PN1.Morang.Katahari RM.Ward_1,1.1.6.15.1
Nepal.PN1.Morang.Katahari RM.Ward_2,1.1.6.15.2
Nepal.PN1.Morang.Katahari RM.Ward_3,1.1.6.15.3
Nepal.PN1.Morang.Katahari RM.Ward_4,1.1.6.15.4
Nepal.PN1.Morang.Katahari RM.Ward_5,1.1.6.15.5
Nepal.PN1.Morang.Katahari RM.Ward_6,1.1.6.15.6
Nepal.PN1.Morang.Katahari RM.Ward_7,1.1.6.15.7
Nepal.PN1.Morang.Kerabari RM,1.1.6.16
Nepal.PN1.Morang.Kerabari RM.Ward_1,1.1.6.16.1
Nepal.PN1.Morang.Kerabari RM.Ward_2,1.1.6.16.2
Nepal.PN1.Morang.Kerabari RM.Ward_3,1.1.6.16.3
Nepal.PN1.Morang.Kerabari RM.Ward_4,1.1.6.16.4
Nepal.PN1.Morang.Kerabari RM.Ward_5,1.1.6.16.5
Nepal.PN1.Morang.Kerabari RM.Ward_6,1.1.6.16.6
Nepal.PN1.Morang.Kerabari RM.Ward_7,1.1.6.16.7
Nepal.PN1.Morang.Kerabari RM.Ward_8,1.1.6.16.8
Nepal.PN1.Morang.Kerabari RM.Ward_9,1.1.6.16.9
Nepal.PN1.Morang.Kerabari RM.Ward_10,1.1.6.16.10
Nepal.PN1.Morang.Miklajung RM,1.1.6.17
Nepal.PN1.Morang.Miklajung RM.Ward_1,1.1.6.17.1
Nepal.PN1.Morang.Miklajung RM.Ward_2,1.1.6.17.2
Nepal.PN1.Morang.Miklajung RM.Ward_3,1.1.6.17.3
Nepal.PN1.Morang.Miklajung RM.Ward_4,1.1.6.17.4
Nepal.PN1.Morang.Miklajung RM.Ward_5,1.1.6.17.5
Nepal.PN1.Morang.Miklajung RM.Ward_6,1.1.6.17.6
Nepal.PN1.Morang.Miklajung RM.Ward_7,1.1.6.17.7
Nepal.PN1.Morang.Miklajung RM.Ward_8,1.1.6.17.8
Nepal.PN1.Morang.Miklajung RM.Ward_9,1.1.6.17.9
Nepal.PN1.Okhaldhunga,1.1.7
Nepal.PN1.Okhaldhunga.SiddiCharan MCP,1.1.7.1
Nepal.PN1.Okhaldhunga.SiddiCharan MCP.Ward_1,1.1.7.1.1
Nepal.PN1.Okhaldhunga.SiddiCharan MCP.Ward_2,1.1.7.1.2
Nepal.PN1.Okhaldhunga.SiddiCharan MCP.Ward_3,1.1.7.1.3
Nepal.PN1.Okhaldhunga.SiddiCharan MCP.Ward_4,1.1.7.1.4
Nepal.PN1.Okhaldhunga.SiddiCharan MCP.Ward_5,1.1.7.1.5
Nepal.PN1.Okhaldhunga.SiddiCharan MCP.Ward_6,1.1.7.1.6
Nepal.PN1.Okhaldhunga.SiddiCharan MCP.Ward_7,1.1.7.1.7
Nepal.PN1.Okhaldhunga.SiddiCharan MCP.Ward_8,1.1.7.1.8
Nepal.PN1.Okhaldhunga.SiddiCharan MCP.Ward_9,1.1.7.1.9
Nepal.PN1.Okhaldhunga.SiddiCharan MCP.Ward_10,1.1.7.1.10
Nepal.PN1.Okhaldhunga.SiddiCharan MCP.Ward_11,1.1.7.1.11
Nepal.PN1.Okhaldhunga.SiddiCharan MCP.Ward_12,1.1.7.1.12
Nepal.PN1.Okhaldhunga.Khiji Demba RM,1.1.7.2
Nepal.PN1.Okhaldhunga.Khiji Demba RM.Ward_1,1.1.7.2.1
Nepal.PN1.Okhaldhunga.Khiji Demba RM.Ward_2,1.1.7.2.2
Nepal.PN1.Okhaldhunga.Khiji Demba RM.Ward_3,1.1.7.2.3
Nepal.PN1.Okhaldhunga.Khiji Demba RM.Ward_4,1.1.7.2.4
Nepal.PN1.Okhaldhunga.Khiji Demba RM.Ward_5,1.1.7.2.5
Nepal.PN1.Okhaldhunga.Khiji Demba RM.Ward_6,1.1.7.2.6
Nepal.PN1.Okhaldhunga.Khiji Demba RM.Ward_7,1.1.7.2.7
Nepal.PN1.Okhaldhunga.Khiji Demba RM.Ward_8,1.1.7.2.8
Nepal.PN1.Okhaldhunga.Khiji Demba RM.Ward_9,1.1.7.2.9
Nepal.PN1.Okhaldhunga.Champadevi RM,1.1.7.3
Nepal.PN1.Okhaldhunga.Champadevi RM.Ward_1,1.1.7.3.1
Nepal.PN1.Okhaldhunga.Champadevi RM.Ward_2,1.1.7.3.2
Nepal.PN1.Okhaldhunga.Champadevi RM.Ward_3,1.1.7.3.3
Nepal.PN1.Okhaldhunga.Champadevi RM.Ward_4,1.1.7.3.4
Nepal.PN1.Okhaldhunga.Champadevi RM.Ward_5,1.1.7.3.5
Nepal.PN1.Okhaldhunga.Champadevi RM.Ward_6,1.1.7.3.6
Nepal.PN1.Okhaldhunga.Champadevi RM.Ward_7,1.1.7.3.7
Nepal.PN1.Okhaldhunga.Champadevi RM.Ward_8,1.1.7.3.8
Nepal.PN1.Okhaldhunga.Champadevi RM.Ward_9,1.1.7.3.9
Nepal.PN1.Okhaldhunga.Champadevi RM.Ward_10,1.1.7.3.10
Nepal.PN1.Okhaldhunga.ChishankhuGadhi RM,1.1.7.4
Nepal.PN1.Okhaldhunga.ChishankhuGadhi RM.Ward_1,1.1.7.4.1
Nepal.PN1.Okhaldhunga.ChishankhuGadhi RM.Ward_2,1.1.7.4.2
Nepal.PN1.Okhaldhunga.ChishankhuGadhi RM.Ward_3,1.1.7.4.3
Nepal.PN1.Okhaldhunga.ChishankhuGadhi RM.Ward_4,1.1.7.4.4
Nepal.PN1.Okhaldhunga.ChishankhuGadhi RM.Ward_5,1.1.7.4.5
Nepal.PN1.Okhaldhunga.ChishankhuGadhi RM.Ward_6,1.1.7.4.6
Nepal.PN1.Okhaldhunga.ChishankhuGadhi RM.Ward_7,1.1.7.4.7
Nepal.PN1.Okhaldhunga.ChishankhuGadhi RM.Ward_8,1.1.7.4.8
Nepal.PN1.Okhaldhunga.ManeBhanjyang RM,1.1.7.5
Nepal.PN1.Okhaldhunga.ManeBhanjyang RM.Ward_1,1.1.7.5.1
Nepal.PN1.Okhaldhunga.ManeBhanjyang RM.Ward_2,1.1.7.5.2
Nepal.PN1.Okhaldhunga.ManeBhanjyang RM.Ward_3,1.1.7.5.3
Nepal.PN1.Okhaldhunga.ManeBhanjyang RM.Ward_4,1.1.7.5.4
Nepal.PN1.Okhaldhunga.ManeBhanjyang RM.Ward_5,1.1.7.5.5
Nepal.PN1.Okhaldhunga.ManeBhanjyang RM.Ward_6,1.1.7.5.6
Nepal.PN1.Okhaldhunga.ManeBhanjyang RM.Ward_7,1.1.7.5.7
Nepal.PN1.Okhaldhunga.ManeBhanjyang RM.Ward_8,1.1.7.5.8
Nepal.PN1.Okhaldhunga.ManeBhanjyang RM.Ward_9,1.1.7.5.9
Nepal.PN1.Okhaldhunga.Molung RM,1.1.7.6
Nepal.PN1.Okhaldhunga.Molung RM.Ward_1,1.1.7.6.1
Nepal.PN1.Okhaldhunga.Molung RM.Ward_2,1.1.7.6.2
Nepal.PN1.Okhaldhunga.Molung RM.Ward_3,1.1.7.6.3
Nepal.PN1.Okhaldhunga.Molung RM.Ward_4,1.1.7.6.4
Nepal.PN1.Okhaldhunga.Molung RM.Ward_5,1.1.7.6.5
Nepal.PN1.Okhaldhunga.Molung RM.Ward_6,1.1.7.6.6
Nepal.PN1.Okhaldhunga.Molung RM.Ward_7,1.1.7.6.7
Nepal.PN1.Okhaldhunga.Molung RM.Ward_8,1.1.7.6.8
Nepal.PN1.Okhaldhunga.Likhu RM,1.1.7.7
Nepal.PN1.Okhaldhunga.Likhu RM.Ward_1,1.1.7.7.1
Nepal.PN1.Okhaldhunga.Likhu RM.Ward_2,1.1.7.7.2
Nepal.PN1.Okhaldhunga.Likhu RM.Ward_3,1.1.7.7.3
Nepal.PN1.Okhaldhunga.Likhu RM.Ward_4,1.1.7.7.4
Nepal.PN1.Okhaldhunga.Likhu RM.Ward_5,1.1.7.7.5
Nepal.PN1.Okhaldhunga.Likhu RM.Ward_6,1.1.7.7.6
